goalie,season,goals,shots,avg_goalie_goals,svs%,svs%_average,diff,svs%_rank,good_ranking,rank_gain,games_played
Martin Jones_2018,2018,233,2263,210.95,0.897,0.9068,-0.0097,67,58,9,82
Roberto Luongo_2018,2018,122,1204,109.77,0.8987,0.9088,-0.0102,61,59,2,43
Craig Anderson_2018,2018,162,1672,144.7,0.9031,0.9135,-0.0103,53,60,-7,50
Cory Schneider_2018,2018,70,720,61.47,0.9028,0.9146,-0.0118,55,62,-7,26
Cam Ward_2018,2018,116,1113,102.59,0.8958,0.9078,-0.012,68,63,5,33
Joonas Korpisalo_2018,2018,67,651,56.86,0.8971,0.9127,-0.0156,66,67,-1,27
Cam Talbot_2018,2018,107,996,86.45,0.8926,0.9132,-0.0206,70,70,0,35
Keith Kinkaid_2018,2018,129,1187,103.99,0.8913,0.9124,-0.0211,71,71,0,41
Jonathan Quick_2018,2018,150,1330,119.36,0.8872,0.9103,-0.023,74,72,2,46
Aaron Dell_2018,2018,75,648,59.38,0.8843,0.9084,-0.0241,79,74,5,27
